TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10
1731614964.833,0.6806335259693529,0.0,0.0,0.3525837600401706,0.6551364991057721,0.0,0.0,0.7044613383996297,1.50847886778001,0.0,0.0,1.598849639744855,0.7679900904480877,0.0,0.0,0.8468160251115702,0.5282366813724338,0.0,0.0,0.5134484524809201,1255.531135531136,451.6849816849817,660.8058608058608,723.6630036630037,1.0,4.0,1.0,1.0
1731614965.833,0.3567671741566769,0.0,0.0,0.177184035220871,0.7219114106982881,0.0,0.0,0.6386892852449173,1.473119514003457,0.0,0.0,1.582465028050432,0.7992461927039278,0.0,0.0,0.8488966068293353,0.4706525865096157,0.0,0.0,0.6702039931284512,1002.893772893773,382.3809523809524,656.3736263736264,783.6996336996338,1.0,4.0,1.0,1.0
1731614966.837,0.5669409659834911,0.0,0.0,0.2722308664281073,0.370174332950243,0.0,0.0,0.4756705171293883,1.006649309196953,0.0,0.0,1.54213270419885,0.8656020514370689,0.0,0.0,0.8140074446647215,0.7092856937629308,0.0,0.0,0.6886539331206954,1076.630036630037,592.7106227106227,732.1245421245421,771.2087912087912,1.0,2.0,1.0,1.0
1731614967.836,0.3854653183729232,0.0,0.0,0.293423871580985,0.2454464860681466,0.0,0.0,0.2922831069154856,1.1561936979492,0.0,0.0,1.122189362758282,0.7381167674072516,0.0,0.0,0.8731081324091251,0.5479955152391384,0.0,0.0,0.5810895471143986,1101.208791208791,354.5787545787546,656.3736263736264,732.9304029304029,1.0,2.0,1.0,1.0
1731614968.833,0.7281592596988296,0.0,0.0,0.2669537104751134,0.3807314785426792,0.0,0.0,0.5831127107840246,1.204686474168327,0.0,0.0,1.29230038851547,0.6701034786013859,0.0,0.0,0.8389502833900506,0.5488422407283942,0.0,0.0,0.6177476899802697,667.2527472527473,396.4835164835165,671.2820512820513,784.5054945054945,1.0,4.0,1.0,1.0
1731614969.833,0.6168418039270586,0.0,0.0,0.3574552123724745,0.4498143716406764,0.0,0.0,0.1578421254669018,1.225502341114649,0.0,0.0,1.347846856737616,0.7200976965390168,0.0,0.0,0.9177269308184516,0.6922432748658293,0.0,0.0,0.8233796944843639,705.1282051282052,352.1611721611721,693.040293040293,736.959706959707,1.0,2.0,1.0,1.0
1731614970.833,0.6738020099986397,0.0,0.0,0.7095254347839007,0.3053324966206697,0.0,0.0,0.3666928038913197,1.099416751199019,0.0,0.0,1.330656546889537,0.7897482755427417,0.0,0.0,0.9267137273048978,0.737053299267639,0.0,0.0,0.7472868279333074,804.2490842490843,442.8205128205128,729.7069597069598,774.0293040293041,1.0,4.0,1.0,1.0
1731614971.833,1.255384716269007,0.0,0.0,0.829948165905023,1.212582913882377,0.0,0.0,0.5967437536343904,1.11729173218912,0.0,0.0,1.072099876204031,0.63817610772228,0.0,0.0,0.9037825516879432,0.4774602249025551,0.0,0.0,0.5121896463018737,848.1684981684982,288.0952380952381,538.7179487179487,759.5238095238095,1.0,2.0,1.0,1.0
1731615196.107,0.926054149408198,0.6871871907049323,0.0,0.6767867100537174,0.4671438974086717,0.3437223635574386,0.0,0.4766064717125678,0.908272251345563,0.2819221131807754,0.0,0.4711839558114118,0.8643775507028764,0.8436879451888253,0.0,0.5652213092653409,0.3993892483275328,0.5293266242468917,0.0,0.6490044368584124,461.3553113553114,130.1465201465201,731.7216117216118,298.5714285714286,4.0,4.0,2.0,4.0
1731615197.107,0.926054149408198,0.6871871907049323,0.0,0.6767867100537174,0.4671438974086717,0.3437223635574386,0.0,0.4766064717125678,0.908272251345563,0.2819221131807754,0.0,0.4711839558114118,0.8643775507028764,0.8436879451888253,0.0,0.5652213092653409,0.3993892483275328,0.5293266242468917,0.0,0.6490044368584124,687.3992673992674,458.9377289377289,815.934065934066,512.9304029304029,4.0,4.0,2.0,4.0
1731615198.122,0.926054149408198,0.6871871907049323,0.0,0.6767867100537174,0.4671438974086717,0.3437223635574386,0.0,0.4766064717125678,0.908272251345563,0.2819221131807754,0.0,0.4711839558114118,0.8643775507028764,0.8436879451888253,0.0,0.5652213092653409,0.3993892483275328,0.5293266242468917,0.0,0.6490044368584124,1048.424908424908,667.2527472527473,601.5750915750916,903.3699633699634,4.0,4.0,2.0,4.0
1731615199.107,0.926054149408198,0.6871871907049323,0.0,0.6767867100537174,0.4671438974086717,0.3437223635574386,0.0,0.4766064717125678,0.908272251345563,0.2819221131807754,0.0,0.4711839558114118,0.8643775507028764,0.8436879451888253,0.0,0.5652213092653409,0.3993892483275328,0.5293266242468917,0.0,0.6490044368584124,752.2710622710623,622.9304029304029,594.3223443223443,622.1245421245421,4.0,4.0,2.0,4.0
1731615200.107,0.926054149408198,0.6871871907049323,0.0,0.6767867100537174,0.4671438974086717,0.3437223635574386,0.0,0.4766064717125678,0.908272251345563,0.2819221131807754,0.0,0.4711839558114118,0.8643775507028764,0.8436879451888253,0.0,0.5652213092653409,0.3993892483275328,0.5293266242468917,0.0,0.6490044368584124,815.934065934066,624.5421245421246,770.0,650.3296703296703,4.0,4.0,2.0,4.0
1731615201.11,0.926054149408198,0.6871871907049323,0.0,0.6767867100537174,0.4671438974086717,0.3437223635574386,0.0,0.4766064717125678,0.908272251345563,0.2819221131807754,0.0,0.4711839558114118,0.8643775507028764,0.8436879451888253,0.0,0.5652213092653409,0.3993892483275328,0.5293266242468917,0.0,0.6490044368584124,962.6007326007326,1396.153846153846,587.4725274725275,891.6849816849817,4.0,4.0,2.0,4.0
1731615202.111,0.926054149408198,0.6871871907049323,0.0,0.6767867100537174,0.4671438974086717,0.3437223635574386,0.0,0.4766064717125678,0.908272251345563,0.2819221131807754,0.0,0.4711839558114118,0.8643775507028764,0.8436879451888253,0.0,0.5652213092653409,0.3993892483275328,0.5293266242468917,0.0,0.6490044368584124,805.8608058608058,355.3846153846154,504.4688644688645,686.5934065934066,4.0,4.0,2.0,4.0
1731615203.107,0.926054149408198,0.6871871907049323,0.0,0.6767867100537174,0.4671438974086717,0.3437223635574386,0.0,0.4766064717125678,0.908272251345563,0.2819221131807754,0.0,0.4711839558114118,0.8643775507028764,0.8436879451888253,0.0,0.5652213092653409,0.3993892483275328,0.5293266242468917,0.0,0.6490044368584124,1341.758241758242,1602.454212454212,584.6520146520147,1212.820512820513,4.0,4.0,2.0,4.0
1731615345.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844.945054945055,1434.029304029304,801.8315018315019,695.8608058608058,2.0,4.0,2.0,2.0
1731615346.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.9120879120879,1285.347985347985,738.974358974359,471.4285714285714,2.0,4.0,2.0,2.0
1731615347.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.6630036630037,1190.659340659341,751.8681318681319,707.5457875457876,2.0,4.0,2.0,2.0
1731615348.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.6117216117216,1464.249084249084,791.3553113553114,515.3479853479854,2.0,4.0,2.0,2.0
1731615349.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.3076923076924,1337.326007326007,817.948717948718,847.3626373626374,2.0,4.0,2.0,2.0
1731615350.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.7509157509156,1376.813186813187,772.4175824175825,866.3003663003664,2.0,4.0,2.0,2.0
1731615351.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.6666666666667,3.223443223443224,829.6336996336996,722.0512820512821,2.0,4.0,2.0,2.0
1731615352.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.032967032967,1419.52380952381,803.8461538461539,622.1245421245421,2.0,4.0,2.0,2.0
