TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2024-11-15 11:31:01.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-C431
2024-11-15 11:31:01.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-11-15 11:31:02.863,1.092384941189717,0,0.6492396448571273,0.8283102763585084,0.8007094359587247,0,0.4318011071932937,0.3807142103809187,0.8379879129700368,0,0.4537730887542484,0.6976678422526523,0.7473355842350902,0,0.2152616018896163,0.4083229088809696,0.2371551926373305,0,-0.228150824583813,0.1504193027270534,415.8241758241758,533.8827838827839,839.3040293040293,772.4175824175825,692.6373626373627,-0.175537,0.236511,0.951538,4.762726,-4.987030,-0.179443,1,2,2,1,2,85.000000
2024-11-15 11:31:03.850,1.092384941189717,0,0.6492396448571273,0.8236413666407406,0.8007094359587247,0,0.4318011071932937,0.3120744760106522,0.8379879129700368,0,0.4537730887542484,0.8567667229595747,0.7473355842350902,0,0.2152616018896163,0.6881310557262138,0.2371551926373305,0,-0.228150824583813,0.2985967885610463,781.6849816849817,388.8278388278388,858.6446886446887,765.5677655677656,761.1355311355312,-0.172791,0.240784,0.955872,5.241241,-4.837494,-1.143951,1,1,2,1,1,85.000000
2024-11-15 11:31:04.850,1.092384941189717,0,0.9223828658764639,0.9580193671118653,0.8007094359587247,0,0.4958342493196212,0.4971382794100782,0.8379879129700368,0,0.7579076547623537,0.7570711618833955,0.7473355842350902,0,0.3083245356412996,0.3986169428645739,0.2371551926373305,0,-0.04097213234515144,0.2747051661558479,697.0695970695971,669.2673992673992,836.0805860805862,723.6630036630037,674.5054945054945,-0.171326,0.252136,0.957092,5.390778,-5.061798,-0.299072,1,1,2,1,1,85.000000
2024-11-15 11:31:05.863,1.092384941189717,0,0.7762659521246646,0.9580193671118653,0.8007094359587247,0,0.09440992119088763,0.4971382794100782,0.8379879129700368,0,0.604133674228724,0.7570711618833955,0.7473355842350902,0,0.3025455588674248,0.3986169428645739,0.2371551926373305,0,-0.08131800412144637,0.2747051661558479,763.1501831501831,619.3040293040293,871.5384615384615,797.3992673992674,754.2857142857143,-0.172913,0.246765,0.960022,5.308533,-5.375824,0.127106,1,1,2,1,1,85.000000
2024-11-15 11:31:06.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-11-15 11:31:06.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-11-15 11:31:06.850,1.092384941189717,0,0.7171239203834903,0.9685332126814911,0.8007094359587247,0,0.1196959769326102,0.6172105792014978,0.8379879129700368,0,0.4601747220998019,1.005032907493577,0.7473355842350902,0,0.2467030538560447,0.6615412690629932,0.2371551926373305,0,-0.1279053551977827,0.3048935463556443,699.4871794871796,269.5604395604396,848.5714285714286,778.8644688644689,845.7509157509157,-0.172119,0.239807,0.951111,5.106659,-5.136566,-0.493469,1,1,2,1,1,85.000000
2024-11-15 11:31:07.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-11-15 11:31:07.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
